JAC 2019	Carbon dioxide	Oxalic acid	Acetaldehyde	Ethanol	Acetone	"2,3-Epoxybutane"	Cyclopentane	"Propanal, 2-methyl-"	"Butanal, 3-hydroxy-"	Ethylenediamine	1-Propanol	"Formic acid, ethenyl ester"	"1,2,4-Butanetriol"	Acetohydroxamic acid	"Carbamic acid, methyl ester"	"Silanol, trimethyl-"	2-Butanone	"2-Butanol, (R)-"	"1,3-Butanediol"	"Ethanamine, 2,2'-oxybis-"	Tetrahydrofuran	"Propanoic acid, chloro-2-hydroxy-"	"1-Propanol, 2-methyl-"	"Disiloxane, hexamethyl-"	2-Dimethyl(trimethylsilyl)silyloxytetradecane	Pentane	"Butanal, 3-methyl-"	"Butanal, 2-methyl-"	1-Butanol	"1-Propanol, 2-amino-, (±)-"	"2-Butanone, 3-methyl-"	2-Pentanone	Cyclopentanol	Pentanal	"2,3-Pentanedione"	"Butanoic acid, 3-hydroxy-"	Cystine	(-)-Norephedrine	"Butanoic acid, methyl ester"	"2-Propanol, 1,3-dichloro-"	Acetic acid	"Disulfide, dimethyl"	Methyl Isobutyl Ketone	"1-Butanol, 3-methyl-"	"1-Butanol, 3-methyl-, formate"	"Pentanoic acid, 4-methyl-"	Toluene	"Benzeneethanol, a-methyl-"	"Ethanol, 2-nitro-, propionate (ester)"	2-Octene	1-Pentanol	Propanoic acid	2-Hexanone	"Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester"	"Propanoic acid, 2-methyl-"	"Tricyclo[4.3.1.1(3,8)]undecane-3-carboxylic acid"	"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane"	2-Pentanol	Butanoic acid	"Trisiloxane, octamethyl-"	1-Hexanol	Ethylbenzene	l-Gala-l-ido-octose	"1,3-Cyclopentadiene, 5-(1-methylethylidene)-"	DL-Arabinose	"Acetic acid, pentyl ester"	Heptanal	"Butanoic acid, 3-methyl-"	"Butanoic acid, 2-methyl-"	Styrene	2-Heptanone	"2-Hexanone, 4-methyl-"	2-Trifluoroacetoxydodecane	Tetraacetyl-d-xylonic nitrile	Pentanoic acid	"Propanedioic acid, propyl-"	"1H-Pyrrole, 2,5-dihydro-1-nitroso-"	"Cyclotetrasiloxane, octamethyl-"	Amphetamine	"Benzene, propyl-"	"Benzene, 1-ethyl-3-methyl-"	"Benzene, 1-ethyl-4-methyl-"	"Benzene, 1,2,4-trimethyl-"	"Benzene, 1,2,3-trimethyl-"	"D-erythro-Pentose, 2-deoxy-"	Decane	"9,12,15-Octadecatrienoic acid, 2-[(trimethylsilyl)oxy]-1-[[(trimethylsilyl)oxy]methyl]ethyl ester, (Z,Z,Z)-"	"Benzene, 1-ethyl-2-methyl-"	"a-D-Glucopyranoside, O-a-D-glucopyranosyl-(1.fwdarw.3)-ß-D-fructofuranosyl"	Dimethyl trisulfide	Benzaldehyde	Succindialdehyde	2-Octanone	"Tetrasiloxane, decamethyl-"	Hexanoic acid	D-Limonene	Mesitylene	"Pentanoic acid, heptyl ester"	3-(Prop-2-enoyloxy)dodecane	"1-Hexanethiol, 2-ethyl-"	"Octane, 4-chloro-"	"3,6-Octadecadiynoic acid, methyl ester"	3-tert-Butyl-5-chloro-2-hydroxybenzophenone	Phenol	Pterin-6-carboxylic acid	2-Hexadecanol	"Octadecane, 1-(ethenyloxy)-"	"Octadecane, 6-methyl-"	Benzeneacetaldehyde	"12,15-Octadecadiynoic acid, methyl ester"	Chlorozotocin	"Benzeneacetamide, a-ethyl-"	"Glycine, N-[(phenylmethoxy)carbonyl]-"	"Benzene, 4-ethyl-1,2-dimethyl-"	"Cyclopentasiloxane, decamethyl-"	Acetophenone	?-Chlorobutyrophenone	"Cyclohexene, 1-methyl-4-(1-methylethylidene)-"	Nonanal	Paromomycin	"9-Octadecen-12-ynoic acid, methyl ester"	Arginine	"Phenol, 3-methyl-"	p-Cresol	"L-Serine, O-(phenylmethyl)-"	"Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-"	N-Benzyloxycarbonyl-dl-norleucine	3-Trifluoroacetoxypentadecane	Decanal	Tridemorph	Glycylsarcosine	N e-Carbobenzyloxy-L-lysine	?-Guanidinobutyric acid	4-Cyclopropylcarbonyloxytridecane	"Benzyl alcohol, p-hydroxy-a-[(methylamino)methyl]-"	"Cyclohexasiloxane, dodecamethyl-"	"Isoquinoline, decahydro-"	Undecanal	Indole	"Butanoic acid, 4,4'-dithiobis[2-amino-, (R*,R*)-(±)-"	"Butanoic acid, 4,4'-dithiobis[2-amino-, [S-(R*,R*)]-"	"Carbamic acid, N-[10,11-dihydro-5-(2-methylamino-1-oxoethyl)-3-5H-dibenzo[b,f]azepinyl]-, ethyl ester"	"9-Tetradecen-1-ol, acetate, (E)-"	1-Monolinoleoylglycerol trimethylsilyl ether	Heptacosane	"1H-Indole, 3-methyl-"	"1H-Indole, 7-methyl-"	"1H-Indole, 2-methyl-"	"1,2-Benzisothiazol-3-amine tbdms"	Gentamicin a	"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-"	"4-Methoxycarbonylmethylundec-3-enedioic acid, dimethyl ester"	Butylated Hydroxytoluene	"Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-"	"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-"	10-Octadecenal	"1,4-Bis(trimethylsilyl)benzene"	"Octadecane, 3-ethyl-5-(2-ethylbutyl)-"	Ethyl iso-allocholate	"Cyclotrisiloxane, hexamethyl-"
F3_D18 178_314.txt	1.09E+08	0	2.09E+08	4.65E+07	1.10E+08	0	8851630	1.69E+07	2463070	4009950	1.86E+07	1649910	0	0	0	2.63E+07	3.93E+07	3385630	0	0	0	0	1.48E+07	0	0	1.34E+07	1.30E+07	1.12E+07	3.14E+07	0	1.43E+07	0	0	1.20E+07	0	0	384944	0	4886250	1007450	1.55E+08	0	3.38E+07	0	2.41E+07	6917960	0	0	0	0	0	6.86E+07	0	0	0	0	0	0	6.03E+08	0	0	0	0	0	0	0	8470110	1.39E+08	1.67E+08	0	0	0	0	0	0	0	0	9.24E+07	3003300	0	1.66E+07	0	4503430	0	1.51E+07	0	0	0	0	0	5.30E+07	0	0	0	2.31E+08	0	5901570	0	0	6683980	0	2631250	0	3.37E+07	1.23E+07	0	0	0	0	0	1960180	0	1.66E+07	0	2.99E+07	1.73E+07	0	0	6343270	0	0	4090050	0	2.37E+08	0	1983690	0	0	0	0	1620600	0	0	0	7774550	7580350	0	0	7998370	0	0	0	2565050	0	0	0	5.69E+07	0	0	0	2199540	0	0	1268550	0	0	6448530	0	0	1.07E+08
F3_D18 180_297.txt	4.47E+07	2.21E+08	6.22E+07	1.12E+08	2.23E+08	0	0	0	2491490	542473	4.35E+07	0	0	0	0	4.49E+07	5.15E+07	5987270	0	0	0	0	2.86E+07	0	0	5242280	3.65E+07	0	4.85E+07	0	5008750	0	0	0	0	0	0	0	1806550	0	6.15E+08	0	0	0	5804080	3.57E+08	0	0	1.22E+09	0	0	0	0	0	4.89E+07	0	0	0	1.26E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2976800	4271380	2065430	0	1.19E+08	5777530	0	0	0	4.59E+07	0	6185240	0	0	0	4211720	0	0	2.55E+07	0	1.38E+07	6.42E+08	0	0	0	0	0	0	1.07E+07	0	2.59E+07	1.98E+07	0	0	0	0	0	0	0	0	0	4.31E+07	1.61E+07	0	0	1.39E+07	0	0	0	3.96E+07	3.18E+08	3.05E+07	0	0	0	7816130	0	0	0	2852920	1157950	0	9780010	0	0	4.15E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E+07	1808280	0	0	1.10E+07	0	0	5.40E+07
F3_D18 VOC 155_41.txt	1.17E+08	3.14E+08	2.72E+08	9.73E+07	2.39E+08	0	6.65E+07	6.79E+07	3032190	0	5.24E+07	0	0	0	0	1.58E+08	1.01E+08	0	0	0	0	0	0	9.40E+07	0	1.07E+07	8.69E+07	0	7.25E+07	0	0	1.24E+07	0	0	0	0	0	0	6950990	0	1.06E+09	0	5.00E+07	0	2.15E+07	1.93E+08	0	0	2151110	0	0	4.34E+08	0	1.06E+07	2.88E+07	0	0	0	8.63E+08	0	0	0	0	0	0	0	0	2.09E+08	3.20E+08	0	0	0	0	2.39E+07	5.12E+08	0	0	1.43E+08	0	0	2.78E+07	0	0	0	1.82E+07	0	3.48E+07	0	1.99E+07	0	8.87E+07	1.11E+07	0	2.10E+07	3.74E+08	0	0	0	0	2.17E+07	0	3528590	0	0	2.14E+07	3.35E+07	0	0	1.52E+08	7331020	0	0	6.99E+07	0	6.02E+07	4.20E+07	0	0	5.51E+07	0	0	0	4.74E+08	0	0	0	0	0	5.45E+07	0	0	0	0	0	0	2.79E+07	0	9224800	4.43E+07	0	0	0	0	2.79E+07	4.14E+07	0	0	0	0	0	0	0	1.40E+08	0	0	0	0	0	1.22E+07	5.29E+07
F3_D18 VOC 157_78.txt	1.28E+08	2.62E+08	9.07E+07	0	7.35E+07	0	0	0	0	0	0	0	7.21E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24E+08	0	0	0	4.01E+07	0	0	0	1.94E+08	0	0	0	0	1.61E+07	0	0	0	0	4.67E+07	0	0	0	1.68E+07	0	0	0	0	0	0	0	0	0	0	1.64E+07	3.83E+07	0	0	8.00E+07	0	0	3.71E+07	0	1.63E+07	0	0	0	0	0	1.17E+07	0	0	0	3.12E+07	2.96E+07	1.80E+08	0	9.84E+07	0	0	2.80E+07	0	0	0	0	1.56E+07	1.83E+07	0	0	0	2.48E+07	0	0	0	0	6.62E+07	1.32E+08	0	0	3.04E+07	0	0	0	0	1.43E+08	0	0	0	0	3.06E+07	0	0	0	0	0	0	3.61E+07	0	0	9.75E+07	0	0	0	0	4970570	0	0	0	6.68E+07	0	0	8011180	0	6.73E+07	0	0	0	0	0	2201210	5.47E+07
F3_D18 VOC 177_34.txt	9.86E+07	3.50E+08	0	2.83E+08	1.91E+08	4682030	3.32E+07	0	0	2306890	9.22E+07	0	0	0	3.97E+08	0	0	0	9498050	0	0	0	0	0	0	0	0	0	5.20E+07	0	1.23E+07	0	0	0	0	6623680	0	0	1.16E+07	0	2.96E+08	0	0	0	0	3.15E+08	0	0	1.61E+08	0	0	0	0	0	1.77E+08	0	0	0	1.14E+09	0	0	0	1.05E+07	0	0	0	0	2.59E+08	0	0	0	1.14E+08	0	9840890	0	0	0	1.67E+08	0	0	4.96E+07	0	0	1.38E+08	1.25E+07	2.15E+07	6654380	0	1.84E+07	0	0	2.27E+07	5.39E+07	2.45E+07	4.10E+08	0	2.24E+07	0	0	2.25E+07	0	0	0	3.17E+07	1.19E+07	7310870	0	0	0	1.36E+07	0	0	0	1.13E+07	7.86E+07	0	0	0	2.54E+07	0	0	0	0	3.00E+08	2.76E+07	0	0	0	1.82E+07	0	0	0	0	0	0	4.65E+07	0	0	2.53E+07	0	0	0	0	995765	5.11E+07	0	0	0	0	0	5688180	0	3.58E+07	0	0	0	1.48E+07	0	4342770	9817880
F3_D20 148_274.txt	7.56E+07	4.72E+08	3.20E+07	2.22E+08	1.85E+08	7385840	9.40E+07	7.67E+07	3189310	1919160	1.36E+08	0	0	0	0	2.02E+08	1.73E+08	0	0	0	0	0	2.11E+08	0	0	0	1.27E+08	0	1.67E+08	0	0	0	0	0	0	0	0	0	2.69E+07	0	4.80E+08	0	0	0	7.45E+08	3.17E+08	9.76E+07	0	0	0	0	0	0	0	5.13E+08	0	0	8430420	1.45E+09	0	0	0	0	0	0	0	0	4.28E+08	6.58E+08	0	0	0	0	1649170	0	998040	0	1.41E+08	4103850	0	5.06E+07	0	0	1.01E+08	1.65E+07	1.09E+07	8281450	0	0	0	0	1.31E+07	0	1.84E+07	4.84E+08	0	1.79E+07	0	0	7407610	0	1051820	0	4.42E+07	3950120	0	0	0	0	0	0	0	0	0	4.76E+07	2.70E+07	0	0	9234740	0	0	0	0	1.06E+08	8961180	0	0	0	5270360	4272550	0	0	0	1.09E+07	7530330	1.26E+07	0	0	0	0	4197250	0	0	0	0	0	0	0	0	0	5550380	0	0	1006900	0	0	1230080	0	0	1.39E+08
F3_D20 153_149.txt	1.85E+08	0	0	0	2.07E+08	1.07E+07	2.73E+07	0	2478660	763063	0	3158520	0	0	0	1.07E+08	1.51E+08	0	3.40E+07	0	1.49E+07	0	0	0	0	0	0	0	0	1674900	5688640	0	0	0	0	1093820	1.36E+07	0	0	0	1.48E+08	2.52E+07	2.41E+07	0	0	0	0	0	0	0	0	1.08E+08	0	0	0	0	0	0	1.34E+08	1.91E+07	0	0	0	0	0	0	0	0	0	3.77E+07	4.84E+07	0	0	0	4.35E+07	0	0	8.78E+07	0	1.26E+07	0	0	0	0	0	0	0	0	0	0	0	5742230	0	0	0	0	0	0	0	0	0	0	0	0	3517980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E+07
F3_D20 160_221.txt	6.30E+07	3.00E+08	4.82E+07	2.01E+08	7.53E+07	2800220	9148450	4641780	9784680	2253260	9.27E+07	0	0	0	0	3.98E+07	3.49E+07	0	0	0	0	0	2.64E+07	0	0	0	2.94E+07	1.74E+07	1.25E+08	0	0	0	0	0	0	1.47E+07	2775620	0	7.59E+07	0	3.47E+08	0	1.66E+08	0	0	0	0	0	1.78E+08	0	0	2.11E+08	0	0	9.81E+07	1.33E+08	0	0	6.61E+08	0	0	0	0	6830280	0	0	0	1.16E+08	0	0	0	4.21E+07	0	0	2.56E+08	1288200	0	1.47E+08	7021870	1.19E+07	3.76E+07	0	0	9.46E+07	6131790	1.20E+07	0	0	0	0	0	0	2.06E+07	2.05E+07	9291370	0	1.42E+07	1.56E+07	0	1.37E+07	0	1.31E+07	2773390	4.31E+07	3860730	0	1.03E+07	0	0	0	0	0	0	0	6.13E+07	0	3.84E+07	0	2.23E+07	0	7523220	0	0	5.74E+07	0	0	0	0	8064050	0	0	0	5042570	9002300	0	1.82E+07	0	0	0	0	0	2914000	0	0	0	0	0	0	0	2681420	0	0	0	1361930	498790	0	1.15E+07	0	0	1.16E+08
F3_D20 161_249.txt	1.01E+08	2.30E+08	0	1.87E+08	2.08E+08	0	8482170	7633750	1554970	3739630	2.15E+07	1.56E+07	0	0	0	1.27E+08	6.92E+07	0	0	0	0	0	0	6.02E+07	0	0	1.26E+07	0	1.56E+08	0	1.10E+07	0	0	0	0	0	0	0	0	0	2.38E+08	0	1.54E+08	1.80E+08	0	4.36E+07	0	4.95E+07	1.13E+07	0	3.72E+08	1.00E+08	0	0	1.36E+08	0	0	8867570	5.79E+08	0	0	0	0	0	0	2.85E+07	0	2.01E+08	0	0	0	0	0	0	1.80E+08	0	0	1.19E+08	6590200	0	1.89E+07	0	8.07E+07	0	9943450	7441380	0	0	0	0	0	1.37E+07	0	1.58E+07	3.42E+07	0	0	0	0	1.39E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8191330
F3_D20 164_242.txt	1.06E+08	2.57E+08	3.03E+07	2.84E+08	4.20E+07	2.06E+07	0	0	6352930	1.75E+07	1.55E+08	0	0	0	0	8.12E+07	0	0	0	0	0	0	0	0	0	0	0	0	6.33E+07	0	0	0	0	0	0	0	0	0	1.82E+07	0	4.52E+08	0	0	0	5.33E+07	0	0	0	6.89E+07	0	0	1.65E+08	0	0	0	0	0	0	1.30E+09	0	0	0	0	0	0	0	0	2.26E+08	2.06E+08	0	0	0	0	2817310	4.78E+08	0	0	1.11E+08	5675940	0	2.27E+07	0	5.41E+07	0	1.90E+07	0	1.43E+07	0	0	0	0	1.67E+07	0	1.15E+07	2.46E+07	0	6776570	0	0	8067240	0	0	0	3.12E+07	6996530	0	0	0	0	0	0	0	0	0	3.63E+07	2.70E+07	0	0	1.52E+07	0	0	8620380	0	3.59E+07	0	0	0	0	9175010	0	0	0	5038640	6338350	0	1.57E+07	0	0	0	0	0	0	0	0	2.05E+07	0	0	0	0	0	0	0	0	0	0	0	2160140	0	0	1.34E+07
F3_D20 165_204.txt	5.69E+07	0	3.30E+08	6.29E+07	4.62E+07	0	1.32E+07	2.26E+07	1928520	6311900	1.33E+07	0	0	0	0	4.22E+07	3.76E+07	0	0	0	0	875121	9500390	0	0	0	1.77E+07	2.09E+07	1.76E+07	0	0	0	0	2255200	0	0	0	0	0	0	4.66E+08	0	1.17E+07	0	1.84E+07	5373470	0	0	4.94E+08	0	8124830	0	0	0	8.19E+07	0	0	0	7.23E+08	0	0	0	0	0	5620730	0	0	7.38E+07	1.38E+08	0	0	0	0	3639400	2.18E+08	1760580	0	9.40E+07	4369630	0	0	0	0	7.93E+07	1.47E+07	0	2064820	0	0	0	0	1820840	1.51E+07	1.05E+07	1.41E+07	0	8005340	0	0	6358700	0	1508410	0	3.01E+07	3884340	0	0	0	0	0	0	0	0	0	4.03E+07	2.85E+07	0	0	8592650	0	4288080	2204820	1.46E+07	1.82E+08	0	0	0	0	4711750	0	0	0	3239480	1.26E+07	0	1.23E+07	0	0	0	5933390	0	0	0	0	0	0	1.11E+08	0	0	0	623192	0	2.51E+07	0	555065	0	2154730	0	0	1.30E+07
F3_D20 173_181.txt	7.08E+07	2.28E+08	8.09E+07	2.96E+08	2.11E+08	0	5.48E+07	1.04E+08	0	5475080	1.39E+08	0	0	0	0	4.09E+08	2.91E+08	0	2016300	1915720	1.21E+08	0	1.35E+08	0	0	0	1.38E+08	7.52E+07	4.19E+08	0	0	8.71E+07	0	0	0	0	0	0	1.23E+08	0	2.42E+08	0	0	0	3.26E+08	4.12E+08	1.26E+08	0	2.46E+08	0	7.09E+08	0	1.73E+08	0	0	0	0	9226790	5.48E+08	2.17E+08	3.12E+08	1.36E+07	3023680	0	0	6.44E+07	0	0	0	1.52E+08	1.21E+08	0	0	3139130	2.48E+08	0	2829630	2.49E+08	0	3.87E+07	1.15E+08	0	3.04E+08	6.65E+07	0	9.21E+07	1.06E+07	0	0	0	0	0	1.20E+08	5.81E+07	4.22E+07	0	6.11E+07	1.92E+07	0	4.80E+07	1.60E+07	4546860	1.69E+07	0	3228950	0	0	0	0	0	0	1.39E+07	0	2.63E+07	8.76E+07	0	0	0	3.44E+07	0	5576640	4914240	3.45E+07	0	0	0	0	7628740	0	0	0	0	0	0	0	4.09E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4281750	0	2.37E+07	3752140	0	0	0	0	0	1.04E+08
F3_D20 176_282.txt	5.97E+07	0	1.56E+08	4.37E+07	6.72E+07	0	2.69E+07	5.95E+07	1674440	3598370	4.37E+07	0	0	0	0	1.83E+08	1.23E+08	2.03E+07	0	0	1.79E+07	0	6.98E+07	0	0	0	1.22E+08	9.70E+07	0	0	3.57E+07	0	0	2.29E+07	0	0	1754830	0	1.96E+07	0	7.49E+07	0	0	0	7511040	1.60E+07	0	0	2.76E+08	0	0	2.57E+08	0	0	1.55E+08	0	0	0	8.29E+08	0	0	0	0	0	0	0	1.81E+07	1.73E+08	0	0	0	0	0	2342030	2.60E+08	0	0	1.21E+08	3044550	8948470	4.21E+07	0	8673420	8.78E+07	1.70E+07	8135850	0	0	0	0	0	4.21E+07	1.08E+07	1.70E+07	5057560	0	0	0	0	0	4002940	7707120	0	5.52E+07	675717	0	0	0	0	5077800	0	0	0	0	4.12E+07	2.65E+07	0	0	8819180	0	0	1853300	0	3.15E+07	0	2918970	0	0	2440910	2672360	0	0	0	6946430	5130220	1.12E+07	0	0	0	0	873313	0	0	0	0	0	0	1.21E+07	0	0	939623	0	0	1688420	460397	0	0	0	0	8.74E+07
F3_D20 177_323.txt	7.58E+07	0	2.02E+08	1.32E+08	1.36E+08	4351280	1.97E+07	2.05E+07	5478790	1857560	2.90E+07	0	0	0	0	1.41E+08	1.54E+08	3.36E+07	1190140	0	0	0	4.98E+07	0	0	0	8.30E+07	7.82E+07	1.49E+08	0	0	0	0	0	0	0	0	0	1.05E+07	0	2.10E+08	0	1.33E+08	0	9.51E+07	1.99E+07	0	0	0	1.17E+07	0	1.77E+08	0	0	7.32E+07	6.75E+07	0	0	5.67E+08	0	0	0	0	0	0	0	9656560	1.03E+08	0	0	2.31E+07	0	0	0	1.68E+08	0	0	1.01E+08	2196250	7127760	2.29E+07	0	6271930	0	7247310	5236420	1929120	0	0	0	1.12E+08	3.94E+07	0	1.12E+07	1.01E+07	0	1.11E+07	0	0	0	3697070	5315120	0	2.81E+07	2890250	0	0	0	0	8430740	0	0	0	0	3.40E+07	1.62E+07	0	0	1.06E+07	0	1.42E+07	0	0	2.17E+08	0	0	0	0	3578700	0	3055250	0	0	1400270	6741510	6396250	0	0	0	0	2859340	0	0	0	0	0	0	0	0	0	2805420	0	0	477982	0	0	875155	0	0	9.00E+07
F3_D20 179_226.txt	6.69E+07	2.64E+08	1.27E+07	1.69E+08	5.68E+07	3600260	1.70E+07	8403300	9903440	3688500	5.87E+07	0	0	0	0	1.83E+08	1.15E+08	0	0	618874	2.24E+07	0	4.11E+07	0	0	0	3.08E+07	2.91E+07	0	0	2.94E+07	0	0	0	0	0	0	0	9695920	0	1.65E+08	4.13E+07	1.04E+08	8.11E+07	0	0	0	0	1.75E+08	9257950	0	0	0	0	4.17E+07	0	0	3227680	1.49E+08	8.82E+07	6.23E+07	5709380	0	0	0	0	7638250	0	0	5.51E+07	3.03E+07	0	0	0	6.56E+07	0	1037270	1.50E+08	0	1.19E+07	6.66E+07	0	1.58E+08	1.93E+07	0	1.34E+07	1216270	0	0	0	0	0	2.64E+07	3.12E+07	0	0	1.71E+07	0	7408090	1.50E+07	0	1.75E+07	2932570	4.68E+07	2077880	0	9613590	0	0	0	0	0	0	0	5.83E+07	0	3.40E+07	0	1.00E+07	0	0	0	3.26E+07	0	0	0	0	0	0	0	0	0	0	6903280	550348	1.34E+07	0	0	0	0	0	3353060	0	0	0	0	0	0	0	0	3642870	0	2.94E+07	3017200	0	0	6942960	0	0	9.65E+07
F3_D20 180_155.txt	8.20E+07	0	4070680	4.56E+08	1.47E+08	0	6.86E+07	0	2.41E+07	0	5.59E+07	0	0	0	0	1.11E+08	7.86E+07	0	3.14E+08	0	1.51E+07	0	2.63E+08	0	0	0	6364740	0	4.68E+08	0	8517130	0	0	9.13E+07	0	0	0	0	0	0	0	2.56E+07	0	1.12E+09	0	0	0	0	1.58E+08	0	1.24E+09	0	0	0	0	0	0	1.11E+07	0	6.33E+07	8.97E+07	0	0	0	0	0	0	0	0	8.15E+07	6.67E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41E+08	0	0	0	0	0	0	0	0	0	6635570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_D20 182_278.txt	5.60E+07	3.08E+08	0	2.35E+08	4.18E+07	3748270	2.17E+07	0	1615450	0	1.18E+07	0	0	0	0	7.25E+07	0	2.31E+07	0	0	0	0	5.79E+07	0	0	0	1.54E+07	0	4.90E+07	0	0	0	0	0	0	8987160	0	0	3.28E+07	0	5.14E+08	0	0	0	3.42E+08	0	0	0	1.69E+07	0	0	2.09E+08	0	0	2.87E+08	0	0	0	1.51E+09	0	0	0	0	0	0	0	0	2.91E+08	3.83E+08	0	0	0	0	3362920	6.08E+08	2.04E+07	0	1.36E+08	0	0	2.46E+07	0	0	8.88E+07	1.01E+08	0	8916220	0	5483570	0	0	1.34E+07	0	1.72E+07	4.25E+07	0	1.42E+07	0	0	9965800	0	1256700	0	5.05E+07	9691130	6225270	0	0	0	0	0	0	0	0	4.58E+07	3.11E+07	0	0	1.93E+07	0	0	0	0	2.06E+08	1.75E+07	0	0	0	1.06E+07	0	0	0	7456630	0	0	2.07E+07	0	0	0	0	0	0	0	0	0	0	2.50E+07	0	0	0	0	0	0	4482740	0	0	604826	0	0	2.13E+07
F3_D20 VOC 152_87.txt	9.92E+07	2.82E+08	0	1.55E+08	0	0	5.58E+07	2.55E+07	2477410	0	4.80E+07	0	0	0	0	1.14E+08	0	0	0	0	0	0	0	7.06E+07	0	0	3.03E+07	0	4.67E+07	0	0	0	0	0	0	0	0	0	2.04E+07	0	4.79E+08	0	3.30E+07	0	0	1.49E+07	0	0	3.45E+07	0	0	6.70E+08	0	0	2.95E+07	0	0	0	4.81E+08	0	0	0	0	0	0	0	0	1.01E+08	0	0	0	0	0	1.16E+07	5.78E+08	0	0	1.56E+08	0	0	1.54E+07	0	0	0	4069160	0	9432410	0	1.03E+07	0	1.29E+08	0	0	1.72E+07	2.01E+07	0	0	0	0	1.89E+07	0	2905780	0	7.75E+07	1.69E+07	1.39E+07	0	0	0	1.42E+07	0	0	8364890	0	5.50E+07	5.05E+07	0	0	2.15E+07	0	0	0	4.64E+08	0	0	0	0	0	2.66E+07	0	0	0	0	0	0	2.87E+07	0	0	2.53E+07	0	0	0	0	4643500	2.80E+07	0	0	0	0	0	0	0	9.37E+07	0	0	0	0	0	0	8.16E+07
F3_D20 VOC 157_93.txt	1.75E+08	4.89E+08	1.16E+08	2.51E+08	1.56E+08	0	7.11E+07	1.68E+07	4371660	0	1.23E+08	0	0	0	0	2.38E+08	0	0	0	0	0	0	0	1.61E+08	0	0	3.06E+07	0	7.08E+07	0	0	0	0	0	0	0	6779300	0	9395370	0	5.42E+08	0	4.18E+07	0	0	0	0	0	2.74E+07	0	0	0	0	0	0	0	0	0	7.82E+08	0	0	0	0	0	0	0	0	1.95E+08	1.86E+08	0	0	0	0	1.43E+07	3.23E+08	0	0	1.42E+08	0	0	2.40E+07	0	1.42E+07	0	7482700	1.64E+07	1.02E+07	0	0	0	0	1.57E+07	0	2.39E+07	3.21E+08	0	0	0	0	0	0	0	0	6.87E+07	1.04E+07	1.67E+07	0	0	1.65E+07	1.20E+07	0	0	0	0	6.47E+07	4.85E+07	0	0	3.20E+07	0	0	0	0	1.36E+08	0	0	0	0	2.70E+07	0	0	0	0	0	0	4.64E+07	0	0	0	1.75E+07	0	0	0	0	2.41E+07	0	0	0	0	0	2946110	0	3.71E+07	0	0	0	0	0	0	1.81E+08
F3_D20 VOC 163_61.txt	8.39E+07	3.19E+08	5.98E+07	0	7.08E+07	0	2.23E+07	1.15E+07	0	1541510	6.42E+07	0	961882	0	0	2.40E+08	0	0	0	0	0	0	2.58E+07	0	0	0	0	0	6.03E+07	0	0	0	0	0	0	7182760	0	0	9270320	0	3.16E+07	0	0	0	5096350	3.38E+07	0	0	1.83E+07	0	0	0	0	0	0	0	0	0	1.40E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E+07	3.36E+07	0	0	1.52E+08	0	0	6.11E+07	0	1.04E+08	0	5775140	1.76E+07	1.23E+07	0	1.33E+07	0	0	2917540	4.24E+07	2.14E+07	1.33E+09	0	2.25E+07	0	0	1.62E+07	0	0	0	3.34E+07	1.15E+07	1.68E+07	0	0	0	1.05E+07	0	0	0	0	7.15E+07	0	0	0	2.63E+07	0	0	0	0	2.06E+08	0	0	0	0	1.74E+07	0	0	0	0	0	0	4.28E+07	0	0	0	1.15E+07	0	2.86E+07	0	1.77E+07	3.64E+07	0	0	0	0	0	4219120	0	6.35E+07	0	0	0	0	0	0	8.45E+07
